,Code,Direction,Price,Volume,VolumeMatched,State,AvgMatchingPrice,OrderTime,OrderNum,Mkt,Account,Config
106,000001.SZSE,0,0,100,100,AllMatched,10.3138405,2016-01-21 00:00:00,106,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
107,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-21 00:00:00,107,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
108,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-21 00:00:00,108,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
109,000001.SZSE,1,0,100,100,AllMatched,10.3261605,2016-01-21 00:00:00,109,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
110,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-21 00:00:00,110,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
111,000001.SZSE,1,0,100,100,AllMatched,10.3261605,2016-01-21 00:00:00,111,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
112,000001.SZSE,1,0,100,100,AllMatched,10.3261605,2016-01-21 00:00:00,112,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
113,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-22 00:00:00,113,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
114,000001.SZSE,0,0,100,100,AllMatched,10.3938005,2016-01-22 00:00:00,114,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
115,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-22 00:00:00,115,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
116,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-22 00:00:00,116,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
117,000001.SZSE,1,0,100,100,AllMatched,10.4062005,2016-01-22 00:00:00,117,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
118,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-22 00:00:00,118,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
119,000001.SZSE,1,0,100,100,AllMatched,10.4062005,2016-01-22 00:00:00,119,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
120,000001.SZSE,1,0,100,100,AllMatched,10.4062005,2016-01-22 00:00:00,120,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
121,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-25 00:00:00,121,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
122,000001.SZSE,0,0,100,100,AllMatched,10.3638155,2016-01-25 00:00:00,122,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
123,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-25 00:00:00,123,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
124,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-25 00:00:00,124,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
125,000001.SZSE,1,0,100,100,AllMatched,10.3761855,2016-01-25 00:00:00,125,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
126,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-25 00:00:00,126,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
127,000001.SZSE,1,0,100,100,AllMatched,10.3761855,2016-01-25 00:00:00,127,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
128,000001.SZSE,1,0,100,100,AllMatched,10.3761855,2016-01-25 00:00:00,128,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
129,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-26 00:00:00,129,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
130,000001.SZSE,0,0,100,100,AllMatched,9.8640655,2016-01-26 00:00:00,130,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
131,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-26 00:00:00,131,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
132,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-26 00:00:00,132,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
133,000001.SZSE,1,0,100,100,AllMatched,9.8759355,2016-01-26 00:00:00,133,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
134,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-26 00:00:00,134,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
135,000001.SZSE,1,0,100,0,NotMatched,0,2016-01-26 00:00:00,135,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
136,000001.SZSE,1,0,100,0,NotMatched,0,2016-01-26 00:00:00,136,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
137,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-27 00:00:00,137,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
138,000001.SZSE,0,0,100,100,AllMatched,9.8740605,2016-01-27 00:00:00,138,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
139,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-27 00:00:00,139,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
140,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-27 00:00:00,140,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
