,MatchingTime,Code,Direction,Price,Volume,VolumeMatched,State,AvgMatchingPrice,MatchingVol,OrderTime,OrderNum,CloseProfit,Mkt,Account,Config
55,2016-03-25 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5962955,100,2016-03-25 00:00:00,55,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
56,2016-03-28 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.4862405,100,2016-03-28 00:00:00,56,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
57,2016-03-29 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.4362155,100,2016-03-29 00:00:00,57,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
58,2016-03-30 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7063505,100,2016-03-30 00:00:00,58,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
59,2016-03-31 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.6463205,100,2016-03-31 00:00:00,59,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
60,2016-04-01 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.6663305,100,2016-04-01 00:00:00,60,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
61,2016-04-05 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7063505,100,2016-04-05 00:00:00,61,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
62,2016-04-06 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7263605,100,2016-04-06 00:00:00,62,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
63,2016-04-07 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5962955,100,2016-04-07 00:00:00,63,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
64,2016-04-08 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5762855,100,2016-04-08 00:00:00,64,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
65,2016-04-11 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7263605,100,2016-04-11 00:00:00,65,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
66,2016-04-12 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.6763355,100,2016-04-12 00:00:00,66,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
67,2016-04-13 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.8164055,100,2016-04-13 00:00:00,67,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
68,2016-04-14 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.8464205,100,2016-04-14 00:00:00,68,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
69,2016-04-15 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.8864405,100,2016-04-15 00:00:00,69,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
70,2016-04-18 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7363655,100,2016-04-18 00:00:00,70,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
71,2016-04-19 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7763855,100,2016-04-19 00:00:00,71,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
72,2016-04-20 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5262605,100,2016-04-20 00:00:00,72,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
73,2016-04-21 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5162555,100,2016-04-21 00:00:00,73,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
74,2016-04-22 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5562755,100,2016-04-22 00:00:00,74,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
75,2016-04-25 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5062505,100,2016-04-25 00:00:00,75,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
76,2016-04-26 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5962955,100,2016-04-26 00:00:00,76,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
77,2016-04-27 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5762855,100,2016-04-27 00:00:00,77,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
78,2016-04-28 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.6663305,100,2016-04-28 00:00:00,78,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
79,2016-04-29 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5762855,100,2016-04-29 00:00:00,79,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
80,2016-05-03 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.6863405,100,2016-05-03 00:00:00,80,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
81,2016-05-04 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7263605,100,2016-05-04 00:00:00,81,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
82,2016-05-05 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7263605,100,2016-05-05 00:00:00,82,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
83,2016-05-06 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5262605,100,2016-05-06 00:00:00,83,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
84,2016-05-09 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3561755,100,2016-05-09 00:00:00,84,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
85,2016-05-10 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.2861405,100,2016-05-10 00:00:00,85,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
86,2016-05-11 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3761855,100,2016-05-11 00:00:00,86,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
87,2016-05-12 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3861905,100,2016-05-12 00:00:00,87,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
88,2016-05-13 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3561755,100,2016-05-13 00:00:00,88,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
89,2016-05-16 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3661805,100,2016-05-16 00:00:00,89,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
90,2016-05-17 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3061505,100,2016-05-17 00:00:00,90,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
91,2016-05-18 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3061505,100,2016-05-18 00:00:00,91,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
92,2016-05-19 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.2561255,100,2016-05-19 00:00:00,92,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
93,2016-05-20 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3061505,100,2016-05-20 00:00:00,93,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
94,2016-05-23 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.2861405,100,2016-05-23 00:00:00,94,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
95,2016-05-24 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.2161055,100,2016-05-24 00:00:00,95,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
96,2016-06-16 00:00:00,000001.SZSE,1,0,100,100,AllMatched,8.5752855,100,2016-06-16 00:00:00,110,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
